course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
43,UGAE12REB1,Research Ethics,AEC,FYUP,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Neha Bansal,34,,,Continuous Assessment (40%) + End-term (60%)
44,UGAE12RLIB1,Regional Language II,AEC,FYUP,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Sudha Rani,32,,,Continuous Assessment (40%) + End-term (60%)
45,UGAE12HCIB1,Hindi Communication III,AEC,FYUP,1,2,Batch-1,2,Theory,2,0,0,2,Prof. Subhash Patel,35,,,Project (50%) + Presentation (30%) + Viva (20%)
46,UGAE12HAWB1,Health and Wellness IV,AEC,FYUP,1,2,Batch-1,3,Theory,3,0,1,4,Prof. Harish Chandra,31,Basic Health,,Continuous Assessment (40%) + End-term (60%)
47,UGAE12STVB1,Scientific Temper V,AEC,FYUP,1,2,Batch-1,3,Theory,3,0,1,4,Dr. Sushma Goyal,28,,,Practical (60%) + Theory (40%)
48,UGVA12IPAB1,Indian Philosophy and Traditions,VAC,FYUP,1,2,Batch-1,1,Theory,1,0,0,1,Dr. Archana Singh,34,,,Continuous Assessment (40%) + End-term (60%)
49,UGVA12AAWB1,Ayurveda and Wellness II,VAC,FYUP,1,2,Batch-1,1,Theory,1,0,0,1,Dr. Nirmala Devi,32,,,Continuous Assessment (40%) + End-term (60%)
50,UGVA12WCIB1,Water Conservation III,VAC,FYUP,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Sunita Verma,34,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
51,UGVA12CVIB1,Constitutional Values IV,VAC,FYUP,1,2,Batch-1,2,Theory,2,0,0,2,Prof. Ravi Krishnan,29,,,Project (50%) + Presentation (30%) + Viva (20%)
52,UGVA12TAAB1,Traditional Arts and Crafts V,VAC,FYUP,1,2,Batch-1,1,Theory,1,0,0,1,Prof. Sachin Patel,30,,,Practical (60%) + Theory (40%)
53,UGMA23BSB1,Business Studies,Major,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Urvashi Sharma,73,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
54,UGMA23BAIB1,Business Analytics II,Major,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Priyanka Sharma,70,Basic Business,,Practical (60%) + Theory (40%)
55,UGMA23AAEB1,Assessment and Evaluation III,Major,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Rekha Devi,82,,,Project (50%) + Presentation (30%) + Viva (20%)
56,UGMA23AIB1,Astronomy IV,Major,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Deepika Rao,74,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
57,UGMA23BLVB1,Business Law V,Major,FYUP,2,3,Batch-1,5,Theory,5,0,1,6,Prof. Subhash Goel,68,,,Practical (60%) + Theory (40%)
58,UGMA23MIB1,Microbiology I,Major,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Deepak Agarwal,78,,,Continuous Assessment (40%) + End-term (60%)
59,UGMI23DSB1,Development Studies,Minor,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Manoj Verma,43,,,Continuous Assessment (40%) + End-term (60%)
60,UGMI23TSIB1,Translation Studies II,Minor,FYUP,2,3,Batch-1,4,Theory,4,0,1,5,Prof. Pramod Mishra,46,,,Practical (60%) + Theory (40%)
61,UGMI23LSIB1,Library Science III,Minor,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Sanjay Kumar,45,,,Continuous Assessment (40%) + End-term (60%)
62,UGMI23LSIB1,Library Science IV,Minor,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Naresh Chandra,46,,,Project (50%) + Presentation (30%) + Viva (20%)
63,UGMI23MSVB1,Media Studies V,Minor,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Rakesh Tiwari,51,Basic Media,,Project (50%) + Presentation (30%) + Viva (20%)
64,UGSK23DAB1,Data Analytics,Skill-Based,FYUP,2,3,Batch-1,2,Practical,1,0,1,2,Dr. Mohit Bansal,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
65,UGSK23MADB1,Mobile App Development II,Skill-Based,FYUP,2,3,Batch-1,3,Practical,2,0,1,3,Dr. Suman Devi,30,Basic Mobile,,Mid-term (30%) + End-term (50%) + Assignment (20%)
66,UGSK23SMIB1,Stress Management III,Skill-Based,FYUP,2,3,Batch-1,2,Practical,1,0,1,2,Prof. Sneha Jain,26,Basic Stress,,Mid-term (30%) + End-term (50%) + Assignment (20%)
67,UGSK23EMIB1,Event Management IV,Skill-Based,FYUP,2,3,Batch-1,2,Practical,1,0,1,2,Prof. Anuj Kumar,31,,,Project (50%) + Presentation (30%) + Viva (20%)
68,UGSK23CTVB1,Critical Thinking V,Skill-Based,FYUP,2,3,Batch-1,2,Practical,1,0,1,2,Dr. Kavita Bhatt,32,,,Practical (60%) + Theory (40%)
69,UGAE23LRB1,Logical Reasoning,AEC,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Arun Kumar,32,,,Continuous Assessment (40%) + End-term (60%)
70,UGAE23IAWB1,Internet and Web Technologies II,AEC,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Aditi Saxena,33,,,Practical (60%) + Theory (40%)
71,UGAE23AIIB1,Academic Integrity III,AEC,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Sumit Agarwal,29,,,Practical (60%) + Theory (40%)
72,UGAE23LRIB1,Logical Reasoning IV,AEC,FYUP,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Ramesh Verma,31,,,Practical (60%) + Theory (40%)
73,UGAE23ILVB1,Information Literacy V,AEC,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Sonal Mishra,32,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
74,UGVA23CDB1,Community Development,VAC,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Prakash Verma,28,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
75,UGVA23YAMB1,Yoga and Meditation II,VAC,FYUP,2,3,Batch-1,1,Theory,1,0,0,1,Prof. Mukesh Agarwal,33,,,Practical (60%) + Theory (40%)
76,UGVA23OFIB1,Organic Farming III,VAC,FYUP,2,3,Batch-1,1,Theory,1,0,0,1,Dr. Kalpana Verma,32,Basic Organic,,Continuous Assessment (40%) + End-term (60%)
77,UGVA23CVIB1,Constitutional Values IV,VAC,FYUP,2,3,Batch-1,1,Theory,1,0,0,1,Prof. Pramod Mishra,31,,,Continuous Assessment (40%) + End-term (60%)
78,UGVA23REVB1,Renewable Energy V,VAC,FYUP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Shruti Iyer,32,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
79,UGMA24LB1,Linguistics,Major,FYUP,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Naveen Joshi,79,Basic Linguistics,,Practical (60%) + Theory (40%)
80,UGMA24PCIB1,Physical Chemistry II,Major,FYUP,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Lalit Singh,73,,,Project (50%) + Presentation (30%) + Viva (20%)
81,UGMA24EIB1,Ethics III,Major,FYUP,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Nisha Verma,79,,,Project (50%) + Presentation (30%) + Viva (20%)
82,UGMA24BIB1,Botany IV,Major,FYUP,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Naveen Joshi,82,,,Continuous Assessment (40%) + End-term (60%)
83,UGMA24MVB1,Microbiology V,Major,FYUP,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Vinod Sharma,71,,,Practical (60%) + Theory (40%)
84,UGMA24FAIB1,Fine Arts I,Major,FYUP,2,4,Batch-1,5,Theory,5,0,1,6,Prof. Anil Patel,78,,,Continuous Assessment (40%) + End-term (60%)
85,UGMI24CRB1,Comparative Religion,Minor,FYUP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Rohit Singh,49,,,Practical (60%) + Theory (40%)
86,UGMI24CSIB1,Climate Studies II,Minor,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Jyoti Sharma,44,Basic Climate,,Practical (60%) + Theory (40%)
87,UGMI24RDIB1,Rural Development III,Minor,FYUP,2,4,Batch-1,4,Theory,4,0,1,5,Dr. Vidya Sagar,48,,,Project (50%) + Presentation (30%) + Viva (20%)
88,UGMI24ORIB1,Operations Research IV,Minor,FYUP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Arjun Nair,46,,,Practical (60%) + Theory (40%)
89,UGMI24DSVB1,Development Studies V,Minor,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Anil Patel,41,,,Practical (60%) + Theory (40%)
90,UGSK24DAB1,Data Analytics,Skill-Based,FYUP,2,4,Batch-1,2,Practical,1,0,1,2,Prof. Yogesh Kumar,27,Basic Data,,Continuous Assessment (40%) + End-term (60%)
91,UGSK24PSIB1,Public Speaking II,Skill-Based,FYUP,2,4,Batch-1,3,Practical,2,0,1,3,Prof. Bhushan Patel,30,,,Practical (60%) + Theory (40%)
92,UGSK24CTIB1,Critical Thinking III,Skill-Based,FYUP,2,4,Batch-1,3,Practical,2,0,1,3,Prof. Bhushan Patel,29,Basic Critical,,Project (50%) + Presentation (30%) + Viva (20%)
93,UGSK24WDIB1,Web Development IV,Skill-Based,FYUP,2,4,Batch-1,3,Practical,2,0,1,3,Dr. Meera Gupta,32,,,Project (50%) + Presentation (30%) + Viva (20%)
94,UGSK24SLVB1,Sign Language V,Skill-Based,FYUP,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Deepika Rao,26,,,Continuous Assessment (40%) + End-term (60%)
95,UGAE24ECB1,English Communication,AEC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Harish Chandra,27,Basic English,,Mid-term (30%) + End-term (50%) + Assignment (20%)
96,UGAE24HAWB1,Health and Wellness II,AEC,FYUP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Sneha Jain,30,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
97,UGAE24ILIB1,Information Literacy III,AEC,FYUP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Pramod Mishra,33,,,Project (50%) + Presentation (30%) + Viva (20%)
98,UGAE24CFIB1,Computer Fundamentals IV,AEC,FYUP,2,4,Batch-1,3,Lab,2,2,0,4,Dr. Geeta Sharma,26,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
99,UGAE24STVB1,Scientific Temper V,AEC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Deepika Rao,30,Basic Scientific,,Project (50%) + Presentation (30%) + Viva (20%)
100,UGVA24IKSB1,Indian Knowledge Systems,VAC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Amit Singh,31,Basic Indian,,Mid-term (30%) + End-term (50%) + Assignment (20%)
101,UGVA24OFIB1,Organic Farming II,VAC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Sanjay Kumar,27,Basic Organic,,Continuous Assessment (40%) + End-term (60%)
102,UGVA24REIB1,Renewable Energy III,VAC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Vinay Joshi,31,Basic Renewable,,Project (50%) + Presentation (30%) + Viva (20%)
103,UGVA24FMAB1,Folk Music and Dance IV,VAC,FYUP,2,4,Batch-1,1,Theory,1,0,0,1,Dr. Preeti Jain,29,Basic Folk,,Continuous Assessment (40%) + End-term (60%)
104,UGVA24WCVB1,Water Conservation V,VAC,FYUP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Bindu Agrawal,26,Basic Water,,Project (50%) + Presentation (30%) + Viva (20%)
105,UGMA35SB1,Statistics,Major,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Jyoti Sharma,68,,,Project (50%) + Presentation (30%) + Viva (20%)
106,UGMA35BEIB1,Business Ethics II,Major,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Sarita Bhardwaj,62,,,Practical (60%) + Theory (40%)
107,UGMA35WHIB1,World History III,Major,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Prof. Mukesh Agarwal,80,Basic World,,Practical (60%) + Theory (40%)
108,UGMA35CAPB1,Curriculum and Pedagogy IV,Major,FYUP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Vidya Sagar,72,,,Project (50%) + Presentation (30%) + Viva (20%)
109,UGMA35MAVB1,Management Accounting V,Major,FYUP,3,5,Batch-1,5,Theory,5,0,1,6,Dr. Suman Devi,73,,,Project (50%) + Presentation (30%) + Viva (20%)
110,UGMA35AHIB1,Art History I,Major,FYUP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Ravi Agarwal,67,,,Continuous Assessment (40%) + End-term (60%)
111,UGMI35NB1,Neuroscience,Minor,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Vijay Prasad,39,,,Practical (60%) + Theory (40%)
112,UGMI35ISIB1,Information Science II,Minor,FYUP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Sonal Mishra,37,,,Project (50%) + Presentation (30%) + Viva (20%)
113,UGMI35LSIB1,Library Science III,Minor,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Prof. Deepak Agarwal,41,,,Continuous Assessment (40%) + End-term (60%)
114,UGMI35ISIB1,Information Science IV,Minor,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Kiran Desai,46,,,Continuous Assessment (40%) + End-term (60%)
115,UGMI35HRVB1,Human Rights V,Minor,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Rashmi Sinha,36,,,Practical (60%) + Theory (40%)
116,UGSK35TWB1,Technical Writing,Skill-Based,FYUP,3,5,Batch-1,3,Practical,2,0,1,3,Prof. Sachin Patel,26,,,Project (50%) + Presentation (30%) + Viva (20%)
117,UGSK35TWIB1,Technical Writing II,Skill-Based,FYUP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Anita Kulkarni,28,Basic Technical,,Mid-term (30%) + End-term (50%) + Assignment (20%)
118,UGSK35PSIB1,Public Speaking III,Skill-Based,FYUP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Rekha Devi,31,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
119,UGSK35ESIB1,Entrepreneurship Skills IV,Skill-Based,FYUP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Nita Joshi,31,,,Practical (60%) + Theory (40%)
120,UGSK35RMVB1,Research Methods V,Skill-Based,FYUP,3,5,Batch-1,3,Practical,2,0,1,3,Dr. Kavita Bhatt,31,Basic Research,,Project (50%) + Presentation (30%) + Viva (20%)
121,UGAE35HCB1,Hindi Communication,AEC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Rakesh Gupta,32,,,Project (50%) + Presentation (30%) + Viva (20%)
122,UGAE35RLIB1,Regional Language II,AEC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Harish Chandra,26,,,Continuous Assessment (40%) + End-term (60%)
123,UGAE35ECIB1,English Communication III,AEC,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Prof. Lalit Singh,31,Basic English,,Project (50%) + Presentation (30%) + Viva (20%)
124,UGAE35HCIB1,Hindi Communication IV,AEC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Vikas Yadav,27,Basic Hindi,,Mid-term (30%) + End-term (50%) + Assignment (20%)
125,UGAE35LSVB1,Life Skills V,AEC,FYUP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Geeta Sharma,29,,,Continuous Assessment (40%) + End-term (60%)
126,UGVA35CVB1,Constitutional Values,VAC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Pallavi Dixit,24,,,Continuous Assessment (40%) + End-term (60%)
127,UGVA35TAAB1,Traditional Arts and Crafts II,VAC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Manju Agarwal,25,Basic Traditional,,Project (50%) + Presentation (30%) + Viva (20%)
128,UGVA35SLIB1,Sustainable Living III,VAC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Sudha Singh,29,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
129,UGVA35OFIB1,Organic Farming IV,VAC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Ravi Agarwal,24,,,Continuous Assessment (40%) + End-term (60%)
130,UGVA35EAMB1,Ethics and Moral Values V,VAC,FYUP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Deepika Rao,26,Basic Ethics,,Practical (60%) + Theory (40%)
131,UGMA36EB1,Entrepreneurship,Major,FYUP,3,6,Batch-1,5,Theory,5,0,1,6,Prof. Ajit Gupta,80,Basic Entrepreneurship,,Mid-term (30%) + End-term (50%) + Assignment (20%)
132,UGMA36TSIB1,Theatre Studies II,Major,FYUP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Dinesh Kumar,70,,,Continuous Assessment (40%) + End-term (60%)
133,UGMA36AIB1,Auditing III,Major,FYUP,3,6,Batch-1,5,Theory,5,0,1,6,Dr. Sudha Singh,69,Basic Auditing,,Mid-term (30%) + End-term (50%) + Assignment (20%)
134,UGMA36PIB1,Philosophy IV,Major,FYUP,3,6,Batch-1,4,Theory,4,0,1,5,Dr. Ravi Agarwal,70,,,Practical (60%) + Theory (40%)
135,UGMA36DEVB1,Distance Education V,Major,FYUP,3,6,Batch-1,5,Theory,5,0,1,6,Dr. Kusum Gupta,73,,,Continuous Assessment (40%) + End-term (60%)
136,UGMA36HRMB1,Human Resource Management I,Major,FYUP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Ramesh Verma,61,,,Project (50%) + Presentation (30%) + Viva (20%)
137,UGMI36RDB1,Rural Development,Minor,FYUP,3,6,Batch-1,2,Theory,2,0,0,2,Prof. Vikas Yadav,44,Basic Rural,,Mid-term (30%) + End-term (50%) + Assignment (20%)
138,UGMI36PIB1,Psychology II,Minor,FYUP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Harish Chandra,39,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
139,UGMI36RDIB1,Rural Development III,Minor,FYUP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Ashok Yadav,40,,,Practical (60%) + Theory (40%)
140,UGMI36PAIB1,Public Administration IV,Minor,FYUP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Vinod Sharma,45,,,Project (50%) + Presentation (30%) + Viva (20%)
141,UGMI36ORVB1,Operations Research V,Minor,FYUP,3,6,Batch-1,3,Theory,3,0,1,4,Dr. Sarita Singh,40,Basic Operations,,Continuous Assessment (40%) + End-term (60%)
142,UGSK36SMB1,Stress Management,Skill-Based,FYUP,3,6,Batch-1,2,Practical,1,0,1,2,Dr. Swati Kapoor,24,,,Practical (60%) + Theory (40%)
143,UGSK36PSIB1,Problem Solving II,Skill-Based,FYUP,3,6,Batch-1,3,Practical,2,0,1,3,Dr. Priya Sharma,27,,,Practical (60%) + Theory (40%)
144,UGSK36PIB1,Photography III,Skill-Based,FYUP,3,6,Batch-1,3,Practical,2,0,1,3,Prof. Vinay Joshi,28,,,Practical (60%) + Theory (40%)
145,UGSK36AWIB1,Academic Writing IV,Skill-Based,FYUP,3,6,Batch-1,3,Practical,2,0,1,3,Dr. Sarita Bhardwaj,26,Basic Academic,,Continuous Assessment (40%) + End-term (60%)
