course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
71,ITEPAE23AIIB1,Academic Integrity III,AEC,ITEP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Sudha Rani,18,,,Practical (60%) + Theory (40%)
72,ITEPAE23CSBB1,Cyber Security Basics IV,AEC,ITEP,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Madhuri Patil,14,,,Practical (60%) + Theory (40%)
73,ITEPAE23ILVB1,Information Literacy V,AEC,ITEP,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Sumit Agarwal,15,Basic Information,,Continuous Assessment (40%) + End-term (60%)
74,ITEPVA23CHB1,Cultural Heritage,VAC,ITEP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Shweta Saxena,16,Basic Cultural,,Practical (60%) + Theory (40%)
75,ITEPVA23HVIB1,Human Values II,VAC,ITEP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Manju Agarwal,17,Basic Human,,Continuous Assessment (40%) + End-term (60%)
76,ITEPVA23WMIB1,Waste Management III,VAC,ITEP,2,3,Batch-1,1,Theory,1,0,0,1,Prof. Bhushan Patel,17,,,Project (50%) + Presentation (30%) + Viva (20%)
77,ITEPVA23CAIB1,Climate Action IV,VAC,ITEP,2,3,Batch-1,1,Theory,1,0,0,1,Dr. Aditi Saxena,15,Basic Climate,,Practical (60%) + Theory (40%)
78,ITEPVA23TAAB1,Traditional Arts and Crafts V,VAC,ITEP,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Sonal Mishra,16,Basic Traditional,,Mid-term (30%) + End-term (50%) + Assignment (20%)
79,ITEPMA24SOEB1,Sociology of Education,Major,ITEP,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Sarita Singh,36,,,Continuous Assessment (40%) + End-term (60%)
80,ITEPMA24FOEB1,Foundations of Education II,Major,ITEP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Ashish Yadav,45,Basic Foundations,,Practical (60%) + Theory (40%)
81,ITEPMA24EPAB1,Educational Planning and Management III,Major,ITEP,2,4,Batch-1,5,Theory,5,0,1,6,Prof. Ashish Yadav,42,Basic Educational,,Project (50%) + Presentation (30%) + Viva (20%)
82,ITEPMA24AACB1,Adult and Continuing Education IV,Major,ITEP,2,4,Batch-1,5,Theory,5,0,1,6,Dr. Ritu Malhotra,43,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
83,ITEPMA24EPAB1,Educational Planning and Management V,Major,ITEP,2,4,Batch-1,5,Theory,5,0,1,6,Prof. Ramesh Singh,36,Basic Educational,,Project (50%) + Presentation (30%) + Viva (20%)
84,ITEPMA24CMIB1,Classroom Management I,Major,ITEP,2,4,Batch-1,5,Theory,5,0,1,6,Prof. Rakesh Tiwari,46,Basic Classroom,,Project (50%) + Presentation (30%) + Viva (20%)
85,ITEPMI24PSB1,Peace Studies,Minor,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Kalpana Verma,25,,,Continuous Assessment (40%) + End-term (60%)
86,ITEPMI24CSIB1,Climate Studies II,Minor,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Sadhna Mishra,30,,,Continuous Assessment (40%) + End-term (60%)
87,ITEPMI24ISIB1,Information Science III,Minor,ITEP,2,4,Batch-1,4,Theory,4,0,1,5,Dr. Bharti Sharma,20,,,Continuous Assessment (40%) + End-term (60%)
88,ITEPMI24DSIB1,Disability Studies IV,Minor,ITEP,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Ramesh Singh,18,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
89,ITEPMI24HRVB1,Human Rights V,Minor,ITEP,2,4,Batch-1,4,Theory,4,0,1,5,Dr. Kalpana Verma,25,,,Continuous Assessment (40%) + End-term (60%)
90,ITEPSK24PSB1,Presentation Skills,Skill-Based,ITEP,2,4,Batch-1,2,Practical,1,0,1,2,Prof. Yogesh Kumar,15,,,Practical (60%) + Theory (40%)
91,ITEPSK24TACB1,Teamwork and Collaboration II,Skill-Based,ITEP,2,4,Batch-1,3,Practical,2,0,1,3,Dr. Preeti Jain,13,,,Continuous Assessment (40%) + End-term (60%)
92,ITEPSK24PMIB1,Project Management III,Skill-Based,ITEP,2,4,Batch-1,2,Practical,1,0,1,2,Prof. Tarun Kumar,15,,,Continuous Assessment (40%) + End-term (60%)
93,ITEPSK24CCIB1,Content Creation IV,Skill-Based,ITEP,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Seema Chandra,12,Basic Content,,Practical (60%) + Theory (40%)
94,ITEPSK24LSVB1,Leadership Skills V,Skill-Based,ITEP,2,4,Batch-1,3,Practical,2,0,1,3,Prof. Hemant Jha,14,,,Continuous Assessment (40%) + End-term (60%)
95,ITEPAE24DLB1,Digital Literacy,AEC,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Lata Sharma,14,,,Practical (60%) + Theory (40%)
96,ITEPAE24HAWB1,Health and Wellness II,AEC,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Anil Kumar,12,,,Continuous Assessment (40%) + End-term (60%)
97,ITEPAE24MTIB1,Mathematical Thinking III,AEC,ITEP,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Manju Agarwal,20,,,Continuous Assessment (40%) + End-term (60%)
98,ITEPAE24RLIB1,Regional Language IV,AEC,ITEP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Manish Agrawal,16,,,Project (50%) + Presentation (30%) + Viva (20%)
99,ITEPAE24RLVB1,Regional Language V,AEC,ITEP,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Arjun Nair,19,,,Practical (60%) + Theory (40%)
100,ITEPVA24WMB1,Waste Management,VAC,ITEP,2,4,Batch-1,1,Theory,1,0,0,1,Dr. Sunita Verma,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
101,ITEPVA24YAMB1,Yoga and Meditation II,VAC,ITEP,2,4,Batch-1,1,Theory,1,0,0,1,Dr. Archana Singh,18,,,Practical (60%) + Theory (40%)
102,ITEPVA24REIB1,Renewable Energy III,VAC,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Lata Sharma,18,,,Practical (60%) + Theory (40%)
103,ITEPVA24FMAB1,Folk Music and Dance IV,VAC,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Sachin Patel,16,,,Project (50%) + Presentation (30%) + Viva (20%)
104,ITEPVA24SLVB1,Sustainable Living V,VAC,ITEP,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Neha Bansal,16,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
105,ITEPMA35FOEB1,Foundations of Education,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Sharda Gupta,29,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
106,ITEPMA35CDAB1,Child Development and Learning II,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Prof. Subhash Goel,36,Basic Child,,Practical (60%) + Theory (40%)
107,ITEPMA35CDAB1,Child Development and Learning III,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Sarita Bhardwaj,25,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
108,ITEPMA35AACB1,Adult and Continuing Education IV,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Prof. Rohit Mehta,35,Basic Adult,,Continuous Assessment (40%) + End-term (60%)
109,ITEPMA35GAEB1,Gender and Education V,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Sharda Gupta,44,,,Project (50%) + Presentation (30%) + Viva (20%)
110,ITEPMA35GACB1,Guidance and Counselling I,Major,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Prof. Nitin Bhatia,37,,,Continuous Assessment (40%) + End-term (60%)
111,ITEPMI35PSB1,Peace Studies,Minor,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Pooja Agarwal,17,Basic Peace,,Mid-term (30%) + End-term (50%) + Assignment (20%)
112,ITEPMI35CSIB1,Cognitive Science II,Minor,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Prof. Anil Patel,18,Basic Cognitive,,Mid-term (30%) + End-term (50%) + Assignment (20%)
113,ITEPMI35CSIB1,Climate Studies III,Minor,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Prof. Harish Chandra,19,,,Continuous Assessment (40%) + End-term (60%)
114,ITEPMI35ASIB1,Area Studies IV,Minor,ITEP,3,5,Batch-1,4,Theory,4,0,1,5,Dr. Preeti Jain,16,Basic Area,,Mid-term (30%) + End-term (50%) + Assignment (20%)
115,ITEPMI35CVB1,Criminology V,Minor,ITEP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Kalpana Verma,19,,,Project (50%) + Presentation (30%) + Viva (20%)
116,ITEPSK35TWB1,Technical Writing,Skill-Based,ITEP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Swati Kapoor,16,Basic Technical,,Mid-term (30%) + End-term (50%) + Assignment (20%)
117,ITEPSK35PSIB1,Problem Solving II,Skill-Based,ITEP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Anita Kulkarni,18,,,Practical (60%) + Theory (40%)
118,ITEPSK35SMIB1,Stress Management III,Skill-Based,ITEP,3,5,Batch-1,3,Practical,2,0,1,3,Prof. Brijesh Tiwari,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
119,ITEPSK35LSIB1,Leadership Skills IV,Skill-Based,ITEP,3,5,Batch-1,2,Practical,1,0,1,2,Dr. Anjali Thakur,10,,,Continuous Assessment (40%) + End-term (60%)
120,ITEPSK35GDVB1,Graphic Design V,Skill-Based,ITEP,3,5,Batch-1,3,Practical,2,0,1,3,Dr. Divya Menon,14,Basic Graphic,,Mid-term (30%) + End-term (50%) + Assignment (20%)
121,ITEPAE35STB1,Scientific Temper,AEC,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Sarita Bhardwaj,14,Basic Scientific,,Project (50%) + Presentation (30%) + Viva (20%)
122,ITEPAE35ASIB1,Analytical Skills II,AEC,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Vidya Sagar,11,Basic Analytical,,Mid-term (30%) + End-term (50%) + Assignment (20%)
123,ITEPAE35AIIB1,Academic Integrity III,AEC,ITEP,3,5,Batch-1,3,Theory,3,0,1,4,Dr. Sushma Goyal,11,,,Continuous Assessment (40%) + End-term (60%)
124,ITEPAE35DPAB1,Data Privacy and Ethics IV,AEC,ITEP,3,5,Batch-1,3,Theory,3,0,1,4,Prof. Santosh Kumar,17,,,Continuous Assessment (40%) + End-term (60%)
125,ITEPAE35HCVB1,Hindi Communication V,AEC,ITEP,3,5,Batch-1,3,Theory,3,0,1,4,Prof. Mahesh Singh,16,,,Project (50%) + Presentation (30%) + Viva (20%)
126,ITEPVA35WMB1,Waste Management,VAC,ITEP,3,5,Batch-1,1,Theory,1,0,0,1,Dr. Sudha Singh,13,Basic Waste,,Mid-term (30%) + End-term (50%) + Assignment (20%)
127,ITEPVA35FMAB1,Folk Music and Dance II,VAC,ITEP,3,5,Batch-1,1,Theory,1,0,0,1,Prof. Rakesh Gupta,12,,,Continuous Assessment (40%) + End-term (60%)
128,ITEPVA35WMIB1,Waste Management III,VAC,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Kavita Bhatt,12,,,Practical (60%) + Theory (40%)
129,ITEPVA35FMAB1,Folk Music and Dance IV,VAC,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Prof. Mukesh Agarwal,14,Basic Folk,,Practical (60%) + Theory (40%)
130,ITEPVA35IKSB1,Indian Knowledge Systems V,VAC,ITEP,3,5,Batch-1,2,Theory,2,0,0,2,Dr. Sonal Mishra,12,Basic Indian,,Mid-term (30%) + End-term (50%) + Assignment (20%)
131,ITEPMA36ETB1,Educational Technology,Major,ITEP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Kiran Desai,34,Basic Educational,,Continuous Assessment (40%) + End-term (60%)
132,ITEPMA36PEIB1,Peace Education II,Major,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Ramesh Verma,40,,,Continuous Assessment (40%) + End-term (60%)
133,ITEPMA36TDIB1,Teacher Development III,Major,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Dr. Geeta Sharma,45,,,Project (50%) + Presentation (30%) + Viva (20%)
134,ITEPMA36ARIB1,Action Research IV,Major,ITEP,3,6,Batch-1,5,Theory,5,0,1,6,Dr. Rashmi Sinha,29,Basic Action,,Practical (60%) + Theory (40%)
135,ITEPMA36DEVB1,Distance Education V,Major,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Dr. Neha Bansal,28,,,Practical (60%) + Theory (40%)
136,ITEPMA36IEIB1,Inclusive Education I,Major,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Dr. Nidhi Goyal,41,,,Practical (60%) + Theory (40%)
137,ITEPMI36IRB1,International Relations,Minor,ITEP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Nitin Agarwal,19,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
138,ITEPMI36LSIB1,Library Science II,Minor,ITEP,3,6,Batch-1,3,Theory,3,0,1,4,Prof. Praveen Kumar,20,,,Practical (60%) + Theory (40%)
139,ITEPMI36ASIB1,Area Studies III,Minor,ITEP,3,6,Batch-1,4,Theory,4,0,1,5,Dr. Preeti Jain,23,Basic Area,,Project (50%) + Presentation (30%) + Viva (20%)
140,ITEPMI36HRIB1,Human Rights IV,Minor,ITEP,3,6,Batch-1,4,Theory,4,0,1,5,Prof. Ramesh Verma,21,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
141,ITEPMI36PAVB1,Public Administration V,Minor,ITEP,3,6,Batch-1,2,Theory,2,0,0,2,Prof. Sunil Bhatt,24,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
142,ITEPSK36TWB1,Technical Writing,Skill-Based,ITEP,3,6,Batch-1,3,Practical,2,0,1,3,Dr. Seema Chandra,17,,,Practical (60%) + Theory (40%)
