course_id,course_code,course_name,category,programme,year,semester,batch,credits,course_type,theory_hours,lab_hours,tutorial_hours,total_weekly_hours,faculty_assigned,enrollment,prerequisite,co_requisite,assessment_pattern
11,MEDMI11RDVB1,Rural Development V,Minor,M.Ed,1,1,Batch-1,2,Theory,2,0,0,2,Prof. Ramesh Verma,16,,,Practical (60%) + Theory (40%)
12,MEDSK11FLB1,Financial Literacy,Skill-Based,M.Ed,1,1,Batch-1,3,Practical,2,0,1,3,Prof. Ashok Yadav,8,,,Continuous Assessment (40%) + End-term (60%)
13,MEDSK11FL(B1,Foreign Language (French) II,Skill-Based,M.Ed,1,1,Batch-1,3,Practical,2,0,1,3,Prof. Naveen Joshi,14,Basic Foreign,,Mid-term (30%) + End-term (50%) + Assignment (20%)
14,MEDSK11PMIB1,Project Management III,Skill-Based,M.Ed,1,1,Batch-1,2,Practical,1,0,1,2,Prof. Praveen Kumar,12,Basic Project,,Project (50%) + Presentation (30%) + Viva (20%)
15,MEDSK11PSIB1,Presentation Skills IV,Skill-Based,M.Ed,1,1,Batch-1,2,Practical,1,0,1,2,Prof. Ramesh Singh,9,,,Project (50%) + Presentation (30%) + Viva (20%)
16,MEDSK11CSVB1,Communication Skills V,Skill-Based,M.Ed,1,1,Batch-1,3,Practical,2,0,1,3,Dr. Bharti Sharma,6,,,Continuous Assessment (40%) + End-term (60%)
17,MEDAE11CSBB1,Cyber Security Basics,AEC,M.Ed,1,1,Batch-1,2,Theory,2,0,0,2,Dr. Priya Sharma,10,,,Project (50%) + Presentation (30%) + Viva (20%)
18,MEDAE11LRIB1,Logical Reasoning II,AEC,M.Ed,1,1,Batch-1,2,Theory,2,0,0,2,Dr. Anjali Thakur,8,,,Continuous Assessment (40%) + End-term (60%)
19,MEDAE11IAWB1,Internet and Web Technologies III,AEC,M.Ed,1,1,Batch-1,3,Theory,3,0,1,4,Prof. Lalit Singh,12,,,Project (50%) + Presentation (30%) + Viva (20%)
20,MEDAE11ILIB1,Information Literacy IV,AEC,M.Ed,1,1,Batch-1,3,Theory,3,0,1,4,Dr. Sonal Mishra,8,,,Practical (60%) + Theory (40%)
21,MEDAE11ASVB1,Analytical Skills V,AEC,M.Ed,1,1,Batch-1,2,Theory,2,0,0,2,Dr. Madhavi Sharma,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
22,MEDVA11EAMB1,Ethics and Moral Values,VAC,M.Ed,1,1,Batch-1,1,Theory,1,0,0,1,Dr. Preeti Jain,11,,,Project (50%) + Presentation (30%) + Viva (20%)
23,MEDVA11HVIB1,Human Values II,VAC,M.Ed,1,1,Batch-1,1,Theory,1,0,0,1,Dr. Sharda Gupta,13,Basic Human,,Project (50%) + Presentation (30%) + Viva (20%)
24,MEDVA11CVIB1,Constitutional Values III,VAC,M.Ed,1,1,Batch-1,1,Theory,1,0,0,1,Dr. Rekha Singh,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
25,MEDVA11REIB1,Renewable Energy IV,VAC,M.Ed,1,1,Batch-1,2,Theory,2,0,0,2,Dr. Bharti Sharma,12,,,Continuous Assessment (40%) + End-term (60%)
26,MEDVA11SSAB1,Social Service and Outreach V,VAC,M.Ed,1,1,Batch-1,1,Theory,1,0,0,1,Dr. Kiran Singh,9,Basic Social,,Practical (60%) + Theory (40%)
27,MEDMA12ETB1,Educational Technology,Major,M.Ed,1,2,Batch-1,4,Theory,4,0,1,5,Dr. Smita Joshi,34,,,Project (50%) + Presentation (30%) + Viva (20%)
28,MEDMA12ARIB1,Action Research II,Major,M.Ed,1,2,Batch-1,5,Theory,5,0,1,6,Dr. Sarita Bhardwaj,28,,,Practical (60%) + Theory (40%)
29,MEDMA12LDIB1,Learning Disabilities III,Major,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Prof. Arjun Nair,24,,,Continuous Assessment (40%) + End-term (60%)
30,MEDMA12GAEB1,Gender and Education IV,Major,M.Ed,1,2,Batch-1,4,Theory,4,0,1,5,Prof. Subhash Goel,26,Basic Gender,,Mid-term (30%) + End-term (50%) + Assignment (20%)
31,MEDMA12FOEB1,Foundations of Education V,Major,M.Ed,1,2,Batch-1,4,Theory,4,0,1,5,Dr. Swati Kapoor,25,Basic Foundations,,Continuous Assessment (40%) + End-term (60%)
32,MEDMA12EMIB1,Educational Measurement I,Major,M.Ed,1,2,Batch-1,4,Theory,4,0,1,5,Dr. Urvashi Sharma,34,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
33,MEDMI12PAB1,Public Administration,Minor,M.Ed,1,2,Batch-1,4,Theory,4,0,1,5,Prof. Varun Chopra,9,,,Continuous Assessment (40%) + End-term (60%)
34,MEDMI12CSIB1,Climate Studies II,Minor,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Prof. Rohit Mehta,9,,,Practical (60%) + Theory (40%)
35,MEDMI12CSIB1,Cognitive Science III,Minor,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Dr. Rekha Singh,11,,,Continuous Assessment (40%) + End-term (60%)
36,MEDMI12ISIB1,Information Science IV,Minor,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Sudha Singh,15,Basic Information,,Continuous Assessment (40%) + End-term (60%)
37,MEDMI12MSVB1,Media Studies V,Minor,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Dr. Vandana Singh,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
38,MEDSK12CTB1,Critical Thinking,Skill-Based,M.Ed,1,2,Batch-1,2,Practical,1,0,1,2,Dr. Divya Menon,12,,,Project (50%) + Presentation (30%) + Viva (20%)
39,MEDSK12PSIB1,Presentation Skills II,Skill-Based,M.Ed,1,2,Batch-1,3,Practical,2,0,1,3,Prof. Priyanka Sharma,13,,,Project (50%) + Presentation (30%) + Viva (20%)
40,MEDSK12PSIB1,Presentation Skills III,Skill-Based,M.Ed,1,2,Batch-1,2,Practical,1,0,1,2,Dr. Sushma Goyal,12,,,Practical (60%) + Theory (40%)
41,MEDSK12PSIB1,Public Speaking IV,Skill-Based,M.Ed,1,2,Batch-1,2,Practical,1,0,1,2,Dr. Rekha Devi,6,,,Continuous Assessment (40%) + End-term (60%)
42,MEDSK12CWVB1,Creative Writing V,Skill-Based,M.Ed,1,2,Batch-1,3,Practical,2,0,1,3,Dr. Mohit Bansal,8,Basic Creative,,Practical (60%) + Theory (40%)
43,MEDAE12ESB1,Environmental Studies,AEC,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Dr. Deepika Rao,11,,,Practical (60%) + Theory (40%)
44,MEDAE12CSBB1,Cyber Security Basics II,AEC,M.Ed,1,2,Batch-1,3,Theory,3,0,1,4,Dr. Anjali Thakur,7,,,Project (50%) + Presentation (30%) + Viva (20%)
45,MEDAE12RLIB1,Regional Language III,AEC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Sonal Mishra,8,,,Project (50%) + Presentation (30%) + Viva (20%)
46,MEDAE12HAWB1,Health and Wellness IV,AEC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Usha Rani,11,,,Continuous Assessment (40%) + End-term (60%)
47,MEDAE12DPAB1,Data Privacy and Ethics V,AEC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Ritu Singh,6,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
48,MEDVA12SLB1,Sustainable Living,VAC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Prof. Pramod Mishra,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
49,MEDVA12IKSB1,Indian Knowledge Systems II,VAC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Gita Verma,11,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
50,MEDVA12FMAB1,Folk Music and Dance III,VAC,M.Ed,1,2,Batch-1,1,Theory,1,0,0,1,Prof. Lalit Singh,10,,,Continuous Assessment (40%) + End-term (60%)
51,MEDVA12YAMB1,Yoga and Meditation IV,VAC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Dr. Alka Shukla,6,,,Practical (60%) + Theory (40%)
52,MEDVA12IKSB1,Indian Knowledge Systems V,VAC,M.Ed,1,2,Batch-1,2,Theory,2,0,0,2,Prof. Sneha Jain,8,,,Practical (60%) + Theory (40%)
53,MEDMA23CAPB1,Curriculum and Pedagogy,Major,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Rakesh Gupta,15,Basic Curriculum,,Practical (60%) + Theory (40%)
54,MEDMA23POEB1,Philosophy of Education II,Major,M.Ed,2,3,Batch-1,5,Theory,5,0,1,6,Prof. Vinod Sharma,13,,,Practical (60%) + Theory (40%)
55,MEDMA23LDIB1,Learning Disabilities III,Major,M.Ed,2,3,Batch-1,4,Theory,4,0,1,5,Prof. Mahesh Singh,29,,,Project (50%) + Presentation (30%) + Viva (20%)
56,MEDMA23DEIB1,Distance Education IV,Major,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Rekha Singh,26,,,Practical (60%) + Theory (40%)
57,MEDMA23SMAB1,School Management and Administration V,Major,M.Ed,2,3,Batch-1,4,Theory,4,0,1,5,Prof. Mukesh Agarwal,18,Basic School,,Mid-term (30%) + End-term (50%) + Assignment (20%)
58,MEDMA23CMIB1,Classroom Management I,Major,M.Ed,2,3,Batch-1,4,Theory,4,0,1,5,Dr. Rekha Singh,29,,,Practical (60%) + Theory (40%)
59,MEDMI23HRB1,Human Rights,Minor,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Ashok Yadav,6,,,Practical (60%) + Theory (40%)
60,MEDMI23CRIB1,Conflict Resolution II,Minor,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Vinod Sharma,15,,,Project (50%) + Presentation (30%) + Viva (20%)
61,MEDMI23SDIB1,Sustainable Development III,Minor,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Dr. Shweta Saxena,15,,,Continuous Assessment (40%) + End-term (60%)
62,MEDMI23IRIB1,International Relations IV,Minor,M.Ed,2,3,Batch-1,4,Theory,4,0,1,5,Dr. Kavita Bhatt,10,Basic International,,Project (50%) + Presentation (30%) + Viva (20%)
63,MEDMI23GSVB1,Gender Studies V,Minor,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Gaurav Tiwari,6,,,Practical (60%) + Theory (40%)
64,MEDSK23CSB1,Communication Skills,Skill-Based,M.Ed,2,3,Batch-1,2,Practical,1,0,1,2,Dr. Kusum Gupta,11,,,Project (50%) + Presentation (30%) + Viva (20%)
65,MEDSK23FLIB1,Financial Literacy II,Skill-Based,M.Ed,2,3,Batch-1,2,Practical,1,0,1,2,Dr. Meera Gupta,5,Basic Financial,,Continuous Assessment (40%) + End-term (60%)
66,MEDSK23FL(B1,Foreign Language (German) III,Skill-Based,M.Ed,2,3,Batch-1,3,Practical,2,0,1,3,Prof. Rohit Mehta,4,Basic Foreign,,Project (50%) + Presentation (30%) + Viva (20%)
67,MEDSK23CTIB1,Critical Thinking IV,Skill-Based,M.Ed,2,3,Batch-1,3,Practical,2,0,1,3,Prof. Lalit Singh,11,,,Project (50%) + Presentation (30%) + Viva (20%)
68,MEDSK23FL(B1,Foreign Language (German) V,Skill-Based,M.Ed,2,3,Batch-1,2,Practical,1,0,1,2,Prof. Vijay Prasad,4,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
69,MEDAE23IAWB1,Internet and Web Technologies,AEC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Rajesh Kumar,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
70,MEDAE23ILIB1,Information Literacy II,AEC,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Sanjay Kumar,8,Basic Information,,Project (50%) + Presentation (30%) + Viva (20%)
71,MEDAE23ASIB1,Analytical Skills III,AEC,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Sumit Agarwal,4,,,Continuous Assessment (40%) + End-term (60%)
72,MEDAE23ECIB1,English Communication IV,AEC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Anjali Thakur,4,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
73,MEDAE23HAWB1,Health and Wellness V,AEC,M.Ed,2,3,Batch-1,3,Theory,3,0,1,4,Prof. Santosh Kumar,12,,,Practical (60%) + Theory (40%)
74,MEDVA23CAB1,Climate Action,VAC,M.Ed,2,3,Batch-1,1,Theory,1,0,0,1,Dr. Preeti Jain,7,Basic Climate,,Continuous Assessment (40%) + End-term (60%)
75,MEDVA23WMIB1,Waste Management II,VAC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Prof. Vikram Patel,5,,,Continuous Assessment (40%) + End-term (60%)
76,MEDVA23WCIB1,Water Conservation III,VAC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Sarita Singh,4,Basic Water,,Continuous Assessment (40%) + End-term (60%)
77,MEDVA23SSAB1,Social Service and Outreach IV,VAC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Madhavi Sharma,4,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
78,MEDVA23IPAB1,Indian Philosophy and Traditions V,VAC,M.Ed,2,3,Batch-1,2,Theory,2,0,0,2,Dr. Nita Joshi,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
79,MEDMA24ESB1,Educational Statistics,Major,M.Ed,2,4,Batch-1,4,Theory,4,0,1,5,Dr. Lata Sharma,26,Basic Educational,,Continuous Assessment (40%) + End-term (60%)
80,MEDMA24EMIB1,Educational Measurement II,Major,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Meera Gupta,23,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
81,MEDMA24RMIB1,Research Methods in Education III,Major,M.Ed,2,4,Batch-1,5,Theory,5,0,1,6,Dr. Nita Joshi,25,,,Practical (60%) + Theory (40%)
82,MEDMA24GAEB1,Gender and Education IV,Major,M.Ed,2,4,Batch-1,5,Theory,5,0,1,6,Dr. Suman Devi,24,Basic Gender,,Mid-term (30%) + End-term (50%) + Assignment (20%)
83,MEDMA24IEVB1,Inclusive Education V,Major,M.Ed,2,4,Batch-1,4,Theory,4,0,1,5,Prof. Naresh Chandra,25,,,Practical (60%) + Theory (40%)
84,MEDMA24ELIB1,Educational Leadership I,Major,M.Ed,2,4,Batch-1,5,Theory,5,0,1,6,Dr. Vidya Sagar,28,,,Practical (60%) + Theory (40%)
85,MEDMI24IRB1,International Relations,Minor,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Rohit Singh,13,,,Practical (60%) + Theory (40%)
86,MEDMI24TSIB1,Translation Studies II,Minor,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Rakesh Gupta,11,,,Practical (60%) + Theory (40%)
87,MEDMI24IRIB1,International Relations III,Minor,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Anil Kumar,9,Basic International,,Mid-term (30%) + End-term (50%) + Assignment (20%)
88,MEDMI24TSIB1,Translation Studies IV,Minor,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Sudha Singh,11,,,Continuous Assessment (40%) + End-term (60%)
89,MEDMI24RDVB1,Rural Development V,Minor,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Meera Gupta,12,,,Project (50%) + Presentation (30%) + Viva (20%)
90,MEDSK24FL(B1,Foreign Language (French),Skill-Based,M.Ed,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Pooja Agarwal,4,,,Practical (60%) + Theory (40%)
91,MEDSK24GDIB1,Graphic Design II,Skill-Based,M.Ed,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Nidhi Goyal,10,,,Practical (60%) + Theory (40%)
92,MEDSK24FLIB1,Financial Literacy III,Skill-Based,M.Ed,2,4,Batch-1,3,Practical,2,0,1,3,Dr. Jyoti Sharma,4,,,Continuous Assessment (40%) + End-term (60%)
93,MEDSK24SMMB1,Social Media Management IV,Skill-Based,M.Ed,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Shruti Iyer,9,Basic Social,,Mid-term (30%) + End-term (50%) + Assignment (20%)
94,MEDSK24MADB1,Mobile App Development V,Skill-Based,M.Ed,2,4,Batch-1,2,Practical,1,0,1,2,Dr. Deepika Rao,10,,,Continuous Assessment (40%) + End-term (60%)
95,MEDAE24ESB1,Environmental Studies,AEC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Sadhna Mishra,6,,,Practical (60%) + Theory (40%)
96,MEDAE24REIB1,Research Ethics II,AEC,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Nitin Bhatia,5,,,Project (50%) + Presentation (30%) + Viva (20%)
97,MEDAE24DLIB1,Digital Literacy III,AEC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Anil Kumar,9,Basic Digital,,Mid-term (30%) + End-term (50%) + Assignment (20%)
98,MEDAE24LSIB1,Life Skills IV,AEC,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Prof. Sachin Patel,7,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
99,MEDAE24MTVB1,Mathematical Thinking V,AEC,M.Ed,2,4,Batch-1,3,Theory,3,0,1,4,Dr. Nita Joshi,8,,,Continuous Assessment (40%) + End-term (60%)
100,MEDVA24REB1,Renewable Energy,VAC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Lakshmi Narayan,5,Basic Renewable,,Practical (60%) + Theory (40%)
101,MEDVA24OFIB1,Organic Farming II,VAC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Dr. Sadhna Mishra,4,Basic Organic,,Continuous Assessment (40%) + End-term (60%)
102,MEDVA24EAMB1,Ethics and Moral Values III,VAC,M.Ed,2,4,Batch-1,1,Theory,1,0,0,1,Prof. Manish Agrawal,8,,,Practical (60%) + Theory (40%)
103,MEDVA24HVIB1,Human Values IV,VAC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Varun Chopra,8,,,Continuous Assessment (40%) + End-term (60%)
104,MEDVA24YAMB1,Yoga and Meditation V,VAC,M.Ed,2,4,Batch-1,2,Theory,2,0,0,2,Prof. Subhash Patel,8,,,Project (50%) + Presentation (30%) + Viva (20%)
105,MEDMA11CEB2,Comparative Education,Major,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Raman Patel,31,,,Practical (60%) + Theory (40%)
106,MEDMA11SMAB2,School Management and Administration II,Major,M.Ed,1,1,Batch-2,5,Theory,5,0,1,6,Dr. Smita Joshi,32,Basic School,,Project (50%) + Presentation (30%) + Viva (20%)
107,MEDMA11LDIB2,Learning Disabilities III,Major,M.Ed,1,1,Batch-2,5,Theory,5,0,1,6,Prof. Nitin Agarwal,21,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
108,MEDMA11EPIB2,Educational Psychology IV,Major,M.Ed,1,1,Batch-2,5,Theory,5,0,1,6,Prof. Dinesh Kumar,27,,,Project (50%) + Presentation (30%) + Viva (20%)
109,MEDMA11TDVB2,Teacher Development V,Major,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Mahesh Singh,31,,,Continuous Assessment (40%) + End-term (60%)
110,MEDMA11FOEB2,Foundations of Education I,Major,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Mohit Bansal,22,,,Practical (60%) + Theory (40%)
111,MEDMI11UPB2,Urban Planning,Minor,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Varun Chopra,15,,,Project (50%) + Presentation (30%) + Viva (20%)
112,MEDMI11PAIB2,Public Administration II,Minor,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Sunil Bhatt,17,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
113,MEDMI11SDIB2,Sustainable Development III,Minor,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Sudha Rani,19,,,Project (50%) + Presentation (30%) + Viva (20%)
114,MEDMI11CSIB2,Cognitive Science IV,Minor,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Prof. Manoj Shukla,16,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
115,MEDMI11NVB2,Neuroscience V,Minor,M.Ed,1,1,Batch-2,4,Theory,4,0,1,5,Prof. Naresh Chandra,15,Basic Neuroscience,,Mid-term (30%) + End-term (50%) + Assignment (20%)
116,MEDSK11PB2,Photography,Skill-Based,M.Ed,1,1,Batch-2,3,Practical,2,0,1,3,Prof. Manoj Verma,6,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
117,MEDSK11PSIB2,Presentation Skills II,Skill-Based,M.Ed,1,1,Batch-2,2,Practical,1,0,1,2,Prof. Mukesh Agarwal,8,Basic Presentation,,Mid-term (30%) + End-term (50%) + Assignment (20%)
118,MEDSK11TMIB2,Time Management III,Skill-Based,M.Ed,1,1,Batch-2,3,Practical,2,0,1,3,Prof. Tarun Kumar,9,Basic Time,,Practical (60%) + Theory (40%)
119,MEDSK11RMIB2,Research Methods IV,Skill-Based,M.Ed,1,1,Batch-2,3,Practical,2,0,1,3,Dr. Nita Joshi,8,,,Continuous Assessment (40%) + End-term (60%)
120,MEDSK11CCVB2,Content Creation V,Skill-Based,M.Ed,1,1,Batch-2,3,Practical,2,0,1,3,Prof. Ajay Dubey,12,,,Continuous Assessment (40%) + End-term (60%)
121,MEDAE11CSBB2,Cyber Security Basics,AEC,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Pooja Agarwal,8,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
122,MEDAE11IAWB2,Internet and Web Technologies II,AEC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Nidhi Goyal,10,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
123,MEDAE11REIB2,Research Ethics III,AEC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Nidhi Goyal,10,,,Project (50%) + Presentation (30%) + Viva (20%)
124,MEDAE11STIB2,Scientific Temper IV,AEC,M.Ed,1,1,Batch-2,3,Theory,3,0,1,4,Dr. Lata Sharma,6,,,Continuous Assessment (40%) + End-term (60%)
125,MEDAE11IAWB2,Internet and Web Technologies V,AEC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Dr. Rina Sharma,9,,,Continuous Assessment (40%) + End-term (60%)
126,MEDVA11WMB2,Waste Management,VAC,M.Ed,1,1,Batch-2,1,Theory,1,0,0,1,Prof. Sunil Bhatt,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
127,MEDVA11YAMB2,Yoga and Meditation II,VAC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Vinay Joshi,13,,,Practical (60%) + Theory (40%)
128,MEDVA11FMAB2,Folk Music and Dance III,VAC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Mukesh Agarwal,13,,,Continuous Assessment (40%) + End-term (60%)
129,MEDVA11REIB2,Renewable Energy IV,VAC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Lalit Singh,11,,,Project (50%) + Presentation (30%) + Viva (20%)
130,MEDVA11IKSB2,Indian Knowledge Systems V,VAC,M.Ed,1,1,Batch-2,2,Theory,2,0,0,2,Prof. Rohit Singh,8,Basic Indian,,Project (50%) + Presentation (30%) + Viva (20%)
131,MEDMA12EEB2,Environmental Education,Major,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Ramesh Verma,23,,,Continuous Assessment (40%) + End-term (60%)
132,MEDMA12EMIB2,Educational Measurement II,Major,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Mahesh Singh,32,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
133,MEDMA12TDIB2,Teacher Development III,Major,M.Ed,1,2,Batch-2,5,Theory,5,0,1,6,Prof. Kiran Desai,33,,,Practical (60%) + Theory (40%)
134,MEDMA12CDAB2,Child Development and Learning IV,Major,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Nidhi Goyal,32,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
135,MEDMA12RMIB2,Research Methods in Education V,Major,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Dr. Nirmala Devi,33,Basic Research,,Mid-term (30%) + End-term (50%) + Assignment (20%)
136,MEDMA12LDIB2,Learning Disabilities I,Major,M.Ed,1,2,Batch-2,5,Theory,5,0,1,6,Dr. Alka Shukla,27,,,Practical (60%) + Theory (40%)
137,MEDMI12PB2,Psychology,Minor,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Ajit Gupta,12,Basic Psychology,,Mid-term (30%) + End-term (50%) + Assignment (20%)
138,MEDMI12UPIB2,Urban Planning II,Minor,M.Ed,1,2,Batch-2,3,Theory,3,0,1,4,Prof. Bhushan Patel,13,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
139,MEDMI12PAIB2,Public Administration III,Minor,M.Ed,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Hemant Jha,14,,,Continuous Assessment (40%) + End-term (60%)
140,MEDMI12ISIB2,Information Science IV,Minor,M.Ed,1,2,Batch-2,2,Theory,2,0,0,2,Prof. Vinod Sharma,14,Basic Information,,Continuous Assessment (40%) + End-term (60%)
141,MEDMI12DHVB2,Digital Humanities V,Minor,M.Ed,1,2,Batch-2,4,Theory,4,0,1,5,Prof. Pankaj Verma,12,,,Mid-term (30%) + End-term (50%) + Assignment (20%)
142,MEDSK12TACB2,Teamwork and Collaboration,Skill-Based,M.Ed,1,2,Batch-2,3,Practical,2,0,1,3,Prof. Nitin Bhatia,10,,,Practical (60%) + Theory (40%)
